N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,1,469,0,0
1,1,462,0,7
2,1,450,0,19
3,1,427,0,42
4,1,418,0,51
5,1,407,0,62
6,1,395,0,74
7,1,385,0,84
8,1,379,0,90
9,1,375,0,94
10,1,369,0,100
11,1,365,0,104
12,1,360,0,109
13,1,355,0,114
14,1,348,0,121
15,1,346,0,123
16,1,334,0,135
17,1,328,0,141
18,1,321,0,148
19,1,312,0,157
20,1,300,0,169
21,1,297,0,172
22,1,294,0,175
23,1,289,0,180
24,1,288,0,181
25,1,283,0,186
26,1,275,0,194
27,1,269,0,200
28,1,263,0,206
29,1,256,0,213
30,1,252,0,217
31,1,243,0,226
32,1,232,0,237
33,1,224,0,245
34,1,208,0,261
35,1,201,0,268
36,1,196,0,273
37,1,180,0,289
38,1,170,0,299
39,1,164,0,305
40,1,152,0,317
41,1,137,0,332
42,1,129,0,340
43,1,122,0,347
44,1,115,0,354
45,1,106,0,363
46,1,102,0,367
47,0,96,1,373
48,0,86,1,383
49,0,79,1,390
50,0,71,1,398
51,0,67,1,402
52,0,59,1,410
53,0,52,1,417
54,0,45,1,424
55,0,40,1,429
56,0,34,1,435
57,0,30,1,439
58,0,25,1,444
59,0,20,1,449
60,0,19,1,450
61,0,14,1,455
62,0,11,1,458
63,0,9,1,460
64,0,8,1,461
65,0,4,1,465
66,0,1,1,468
67,0,1,1,468
68,0,0,1,469
69,0,0,1,469
70,0,0,1,469
71,0,0,1,469
72,0,0,1,469
73,0,0,1,469
74,0,0,1,469
75,0,0,1,469
76,0,0,1,469
77,0,0,1,469
78,0,0,1,469
79,0,0,1,469
80,0,0,1,469
81,0,0,1,469
82,0,0,1,469
83,0,0,1,469
84,0,0,1,469
85,0,0,1,469
86,0,0,1,469
87,0,0,1,469
88,0,0,1,469
89,0,0,1,469
90,0,0,1,469
91,0,0,1,469
92,0,0,1,469
93,0,0,1,469
94,0,0,1,469
95,0,0,1,469
96,0,0,1,469
97,0,0,1,469
98,0,0,1,469
99,0,0,1,469
