N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,470,0,0
2,0,465,0,5
3,0,461,0,9
4,0,453,0,17
5,0,452,0,18
6,0,440,0,30
7,0,425,0,45
8,0,411,0,59
9,0,406,0,64
10,0,398,0,72
11,0,391,0,79
12,0,384,0,86
13,0,377,0,93
14,0,365,0,105
15,0,357,0,113
16,0,353,0,117
17,0,346,0,124
18,0,340,0,130
19,0,338,0,132
20,0,330,0,140
21,0,325,0,145
22,0,321,0,149
23,0,318,0,152
24,0,314,0,156
25,0,310,0,160
26,0,305,0,165
27,0,303,0,167
28,0,295,0,175
29,0,286,0,184
30,0,284,0,186
31,0,277,0,193
32,0,270,0,200
33,0,268,0,202
34,0,263,0,207
35,0,259,0,211
36,0,254,0,216
37,0,247,0,223
38,0,243,0,227
39,0,241,0,229
40,0,236,0,234
41,0,224,0,246
42,0,215,0,255
43,0,208,0,262
44,0,198,0,272
45,0,187,0,283
46,0,179,0,291
47,0,169,0,301
48,0,160,0,310
49,0,150,0,320
50,0,142,0,328
51,0,136,0,334
52,0,126,0,344
53,0,116,0,354
54,0,106,0,364
55,0,102,0,368
56,0,94,0,376
57,0,82,0,388
58,0,74,0,396
59,0,66,0,404
60,0,59,0,411
61,0,55,0,415
62,0,49,0,421
63,0,45,0,425
64,0,39,0,431
65,0,30,0,440
66,0,25,0,445
67,0,20,0,450
68,0,16,0,454
69,0,12,0,458
70,0,10,0,460
71,0,8,0,462
72,0,3,0,467
73,0,0,0,470
74,0,0,0,470
75,0,0,0,470
76,0,0,0,470
77,0,0,0,470
78,0,0,0,470
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
