N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,260,0,61
2,0,227,0,94
3,0,196,0,125
4,0,168,0,153
5,0,144,0,177
6,0,123,0,198
7,0,114,0,207
8,0,108,0,213
9,0,102,0,219
10,0,92,0,229
11,0,86,0,235
12,0,76,0,245
13,0,68,0,253
14,0,63,0,258
15,0,59,0,262
16,0,52,0,269
17,0,48,0,273
18,0,47,0,274
19,0,44,0,277
20,0,41,0,280
21,0,40,0,281
22,0,39,0,282
23,0,38,0,283
24,0,36,0,285
25,0,32,0,289
26,0,32,0,289
27,0,30,0,291
28,0,29,0,292
29,0,28,0,293
30,0,27,0,294
31,0,27,0,294
32,0,26,0,295
33,0,22,0,299
34,0,20,0,301
35,0,20,0,301
36,0,20,0,301
37,0,20,0,301
38,0,19,0,302
39,0,18,0,303
40,0,16,0,305
41,0,15,0,306
42,0,15,0,306
43,0,15,0,306
44,0,14,0,307
45,0,14,0,307
46,0,14,0,307
47,0,14,0,307
48,0,12,0,309
49,0,12,0,309
50,0,9,0,312
51,0,9,0,312
52,0,8,0,313
53,0,8,0,313
54,0,7,0,314
55,0,7,0,314
56,0,7,0,314
57,0,7,0,314
58,0,7,0,314
59,0,7,0,314
60,0,7,0,314
61,0,7,0,314
62,0,6,0,315
63,0,6,0,315
64,0,6,0,315
65,0,6,0,315
66,0,6,0,315
67,0,6,0,315
68,0,5,0,316
69,0,5,0,316
70,0,4,0,317
71,0,4,0,317
72,0,3,0,318
73,0,3,0,318
74,0,3,0,318
75,0,3,0,318
76,0,3,0,318
77,0,3,0,318
78,0,2,0,319
79,0,2,0,319
80,0,2,0,319
81,0,1,0,320
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
