N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,173,0,297
2,0,136,0,334
3,0,116,0,354
4,0,100,0,370
5,0,93,0,377
6,0,83,0,387
7,0,80,0,390
8,0,78,0,392
9,0,76,0,394
10,0,74,0,396
11,0,74,0,396
12,0,73,0,397
13,0,68,0,402
14,0,65,0,405
15,0,64,0,406
16,0,61,0,409
17,0,59,0,411
18,0,56,0,414
19,0,54,0,416
20,0,54,0,416
21,0,53,0,417
22,0,52,0,418
23,0,49,0,421
24,0,48,0,422
25,0,46,0,424
26,0,45,0,425
27,0,44,0,426
28,0,44,0,426
29,0,41,0,429
30,0,41,0,429
31,0,38,0,432
32,0,35,0,435
33,0,34,0,436
34,0,31,0,439
35,0,30,0,440
36,0,30,0,440
37,0,30,0,440
38,0,29,0,441
39,0,28,0,442
40,0,25,0,445
41,0,24,0,446
42,0,22,0,448
43,0,21,0,449
44,0,21,0,449
45,0,19,0,451
46,0,15,0,455
47,0,15,0,455
48,0,10,0,460
49,0,8,0,462
50,0,6,0,464
51,0,2,0,468
