86.00,4.54,12.78,19.64,25.95,37.04,54.64,67.19
87.00,4.96,13.05,20.01,26.44,37.33,56.04,69.29
88.00,5.01,13.47,21.10,26.84,39.47,57.62,71.38
89.00,5.08,15.12,21.38,27.18,40.71,57.86,71.88
90.00,6.60,16.67,26.42,32.75,43.77,58.17,72.38
91.00,6.79,17.36,27.20,33.41,45.31,63.46,73.23
92.00,6.90,17.41,28.35,36.61,48.13,66.01,78.31
93.00,7.18,18.68,28.86,38.49,55.57,79.58,98.46
94.00,7.84,19.19,28.89,38.86,57.59,82.90,101.23
95.00,8.87,20.64,29.50,39.94,58.84,85.35,103.86
96.00,9.07,22.38,30.11,40.00,58.90,86.28,105.57
97.00,10.11,23.37,38.48,48.37,62.32,86.31,105.64
98.00,11.60,29.65,40.58,52.83,76.61,115.33,148.81
99.00,15.60,30.02,48.82,66.89,97.33,152.52,184.82
