N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,4,317,0,0
1,4,277,0,40
2,4,269,0,48
3,2,230,2,87
4,2,213,2,104
5,2,204,2,113
6,2,192,2,125
7,2,188,2,129
8,2,181,2,136
9,2,173,2,144
10,1,167,3,150
11,1,157,3,160
12,1,152,3,165
13,1,146,3,171
14,1,140,3,177
15,1,128,3,189
16,1,123,3,194
17,1,114,3,203
18,1,106,3,211
19,1,99,3,218
20,1,93,3,224
21,1,83,3,234
22,1,75,3,242
23,1,69,3,248
24,1,59,3,258
25,1,51,3,266
26,1,39,3,278
27,1,35,3,282
28,1,33,3,284
29,0,30,4,287
30,0,24,4,293
31,0,22,4,295
32,0,15,4,302
33,0,14,4,303
34,0,12,4,305
35,0,9,4,308
36,0,8,4,309
37,0,8,4,309
38,0,6,4,311
39,0,6,4,311
40,0,6,4,311
41,0,4,4,313
42,0,3,4,314
43,0,2,4,315
44,0,2,4,315
45,0,2,4,315
46,0,2,4,315
47,0,1,4,316
48,0,1,4,316
49,0,1,4,316
50,0,1,4,316
51,0,0,4,317
