53.00,2.15,8.67,15.18,21.80,34.17,52.69,65.80
54.00,2.22,8.96,15.18,21.83,34.40,52.71,66.45
55.00,2.31,9.11,15.90,21.92,34.77,53.36,68.59
56.00,2.44,9.13,16.44,22.16,35.34,53.93,69.86
57.00,2.56,9.31,16.56,22.63,35.78,54.11,70.44
58.00,2.62,9.60,16.63,23.18,35.98,54.49,71.15
59.00,2.67,9.77,16.71,23.54,36.15,55.59,71.17
60.00,2.72,10.00,17.04,23.77,36.21,57.16,71.32
61.00,2.83,10.30,17.62,23.96,36.38,57.75,71.82
62.00,2.87,10.50,17.92,24.50,37.63,57.77,72.49
63.00,2.96,10.69,18.06,24.70,37.93,58.16,73.28
64.00,3.19,10.98,18.19,24.87,38.15,59.34,75.77
65.00,3.29,11.16,18.29,24.90,38.17,60.11,77.01
66.00,3.53,11.35,18.42,24.95,38.64,60.27,77.51
67.00,3.68,11.53,18.79,25.45,39.33,60.31,78.18
68.00,3.83,11.92,19.22,26.10,39.91,60.82,78.54
69.00,3.97,12.40,19.58,26.54,40.68,62.69,78.75
70.00,4.03,12.91,20.51,26.98,41.97,65.44,79.81
71.00,4.17,13.31,21.66,28.10,43.11,67.15,81.46
72.00,4.41,13.43,21.74,29.66,43.96,68.43,83.23
73.00,4.54,13.82,22.11,30.77,47.85,74.71,90.36
74.00,5.03,14.43,23.66,35.34,56.23,87.28,110.93
75.00,5.26,14.95,26.33,37.93,58.87,89.42,111.44
76.00,5.26,14.97,26.89,38.33,60.05,89.81,112.56
77.00,5.26,17.00,28.13,38.94,61.26,90.19,114.33
78.00,5.26,17.74,29.53,41.31,61.69,93.37,117.07
79.00,5.31,18.12,30.49,43.07,65.40,96.55,118.21
80.00,5.47,18.24,30.76,43.97,67.69,98.29,121.73
81.00,5.58,18.24,30.76,44.62,68.60,100.30,125.75
82.00,5.70,18.24,30.76,44.97,69.09,101.72,127.40
83.00,5.87,18.59,31.38,44.97,69.30,102.15,130.55
84.00,5.96,19.33,32.52,44.97,69.67,102.93,136.46
85.00,6.12,19.68,32.67,45.12,69.67,102.93,137.23
86.00,6.27,19.79,33.14,45.78,69.67,102.93,137.23
87.00,6.45,20.44,34.97,46.10,69.78,103.29,137.23
88.00,6.55,21.64,34.97,46.10,72.33,111.60,137.23
89.00,6.96,21.69,36.63,49.66,75.30,115.06,141.53
90.00,7.01,22.85,36.89,50.44,77.80,116.19,145.17
91.00,7.05,23.23,39.37,52.89,80.92,118.65,148.05
92.00,7.64,23.75,40.57,54.95,82.34,120.95,149.14
93.00,8.12,24.49,40.76,56.50,84.65,125.87,154.32
94.00,8.45,25.69,41.41,58.48,87.20,130.93,162.67
95.00,8.80,26.65,42.88,61.09,90.78,134.70,171.86
96.00,9.20,28.01,46.21,64.61,95.75,140.54,179.94
97.00,9.68,30.88,51.46,69.41,100.89,147.47,183.10
98.00,10.31,32.71,55.50,75.62,112.49,154.19,188.50
99.00,13.27,40.94,67.25,90.60,131.98,192.09,224.62
