-1.00,50.00,75.00,85.00,90.00,95.00,98.00,99.00
0.00,0.00,0.17,0.69,1.55,3.89,8.43,11.82
1.00,0.00,0.24,0.78,1.59,4.05,8.78,12.91
2.00,0.00,0.33,1.20,2.45,5.58,11.04,16.73
3.00,0.11,1.39,3.07,4.94,8.62,13.65,17.90
4.00,0.16,1.93,3.83,5.72,9.95,16.19,20.14
5.00,0.18,2.23,4.52,6.74,11.76,17.91,22.83
6.00,0.20,2.52,5.19,7.95,13.45,19.93,26.55
7.00,0.27,2.66,5.83,9.11,14.45,21.95,30.16
8.00,0.36,2.70,6.47,10.08,15.97,25.15,33.45
9.00,0.41,2.94,6.83,10.37,17.95,29.45,37.69
10.00,0.46,3.57,7.29,10.84,18.68,30.05,40.66
11.00,0.52,4.10,7.91,11.96,19.03,31.26,40.81
12.00,0.60,4.13,8.27,12.24,19.68,32.62,41.76
13.00,0.70,4.29,8.50,12.72,20.98,34.06,43.25
14.00,0.71,4.37,8.60,12.88,21.30,34.25,43.83
15.00,0.73,4.49,8.62,12.98,21.34,34.83,43.97
16.00,0.81,4.76,9.12,13.12,21.36,35.03,44.32
17.00,0.87,5.01,9.60,13.69,21.82,35.17,44.97
18.00,0.94,5.11,9.76,14.00,22.13,35.33,45.36
19.00,0.98,5.28,9.91,14.01,22.17,35.51,45.47
20.00,1.01,5.53,10.07,14.17,22.61,35.61,45.52
21.00,1.04,5.65,10.17,14.46,23.51,36.15,45.60
22.00,1.06,5.67,10.46,14.79,24.04,37.92,46.35
23.00,1.06,5.73,10.71,15.56,24.40,40.00,48.68
24.00,1.08,5.75,11.14,15.99,26.31,40.88,51.20
25.00,1.25,6.04,11.19,16.06,26.39,42.12,51.61
26.00,1.25,6.10,11.32,16.28,27.04,42.78,52.00
27.00,1.27,6.16,11.34,16.40,27.21,43.06,52.68
28.00,1.32,6.32,11.84,16.95,27.23,43.29,53.55
29.00,1.40,6.65,12.31,17.41,27.59,43.41,54.10
30.00,1.43,6.88,12.47,18.27,28.18,43.69,54.41
31.00,1.43,7.01,12.71,18.89,28.76,44.07,54.90
32.00,1.44,7.07,13.07,19.12,29.54,44.42,56.12
33.00,1.48,7.08,13.39,19.29,30.22,44.81,57.27
34.00,1.52,7.13,13.65,19.40,30.43,45.20,57.54
35.00,1.52,7.25,13.66,19.51,30.91,45.35,58.10
36.00,1.57,7.41,13.67,19.52,31.09,45.77,58.49
37.00,1.74,7.41,13.70,19.61,31.09,46.61,60.02
38.00,1.74,7.41,13.70,19.92,31.19,47.27,60.22
39.00,1.76,7.49,13.70,19.93,31.32,47.30,60.22
40.00,1.79,7.53,13.92,20.10,31.35,47.77,62.18
41.00,1.81,7.53,14.09,20.16,31.87,48.10,63.22
42.00,1.82,7.61,14.23,20.19,32.17,48.69,63.43
43.00,1.84,7.82,14.29,20.21,32.31,48.99,63.84
44.00,1.88,7.98,14.37,20.21,32.64,49.02,64.18
45.00,1.91,8.05,14.46,20.22,32.95,49.17,64.20
46.00,1.94,8.14,14.52,20.25,33.10,49.38,64.24
47.00,1.97,8.26,14.60,20.32,33.38,49.46,64.31
48.00,2.01,8.32,14.62,20.40,33.40,49.64,64.42
49.00,2.06,8.43,14.68,20.58,33.55,50.67,64.45
50.00,2.09,8.51,15.14,21.34,33.72,51.59,64.80
51.00,2.11,8.54,15.16,21.34,33.72,51.69,65.31
52.00,2.12,8.65,15.16,21.72,33.90,52.48,65.47
