N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,1,469,0,0
1,1,338,0,131
2,1,294,0,175
3,1,263,0,206
4,1,240,0,229
5,1,209,0,260
6,1,196,0,273
7,1,181,0,288
8,1,169,0,300
9,1,156,0,313
10,1,143,0,326
11,1,135,0,334
12,1,124,0,345
13,1,113,0,356
14,1,108,0,361
15,1,101,0,368
16,1,95,0,374
17,1,91,0,378
18,1,87,0,382
19,1,83,0,386
20,1,78,0,391
21,1,77,0,392
22,1,72,0,397
23,1,67,0,402
24,1,63,0,406
25,1,58,0,411
26,1,54,0,415
27,1,52,0,417
28,1,49,0,420
29,0,45,1,424
30,0,42,1,427
31,0,40,1,429
32,0,35,1,434
33,0,32,1,437
34,0,31,1,438
35,0,27,1,442
36,0,27,1,442
37,0,24,1,445
38,0,23,1,446
39,0,20,1,449
40,0,18,1,451
41,0,16,1,453
42,0,12,1,457
43,0,11,1,458
44,0,11,1,458
45,0,8,1,461
46,0,6,1,463
47,0,5,1,464
48,0,2,1,467
49,0,0,1,469
50,0,0,1,469
51,0,0,1,469
