-1.00,50.00,75.00,85.00,90.00,95.00,98.00,99.00
0.00,0.00,0.04,0.17,0.38,1.02,2.24,3.24
1.00,0.00,0.06,0.22,0.45,1.13,2.43,3.94
2.00,0.00,0.17,0.48,0.80,1.40,2.80,4.55
3.00,0.00,0.25,0.78,1.27,2.58,4.41,6.32
4.00,0.00,0.30,0.88,1.58,3.55,6.50,8.18
5.00,0.00,0.41,1.15,2.04,4.11,6.98,9.52
6.00,0.03,0.65,1.38,2.46,4.59,8.16,12.50
7.00,0.04,0.69,1.82,2.85,6.13,10.32,13.18
8.00,0.07,0.74,1.95,3.28,6.21,10.46,13.32
9.00,0.08,0.91,2.14,3.48,6.37,10.93,14.18
10.00,0.09,0.95,2.18,3.67,6.62,11.62,15.60
11.00,0.10,1.05,2.37,3.79,6.85,12.21,16.24
12.00,0.12,1.16,2.82,4.39,7.36,12.78,16.37
13.00,0.13,1.30,3.26,4.54,7.84,12.90,16.39
14.00,0.14,1.80,3.40,5.73,8.81,13.60,18.03
15.00,0.14,1.84,4.10,5.76,9.60,14.78,18.91
16.00,0.15,2.04,4.16,6.07,10.94,16.38,20.17
17.00,0.19,2.26,4.28,6.74,11.41,17.65,22.01
18.00,0.26,2.36,4.83,7.24,11.90,18.77,22.59
19.00,0.27,2.44,5.05,7.38,12.29,19.02,22.59
20.00,0.27,2.47,5.29,7.40,12.39,19.04,23.19
21.00,0.29,2.51,5.41,8.10,12.96,19.42,23.60
22.00,0.31,2.56,5.66,8.27,13.00,19.61,23.70
23.00,0.35,2.58,5.69,8.40,13.05,19.92,23.94
24.00,0.36,2.68,5.79,8.55,13.58,20.06,24.39
25.00,0.39,2.73,5.84,8.65,14.28,20.30,24.79
26.00,0.40,2.83,5.90,8.78,14.50,20.48,24.95
27.00,0.41,2.89,6.05,8.87,14.51,20.79,25.35
28.00,0.41,3.00,6.15,9.02,14.55,22.03,26.94
29.00,0.43,3.09,6.29,9.17,14.62,22.98,27.12
30.00,0.45,3.18,6.42,9.37,14.72,23.24,28.03
31.00,0.46,3.28,6.60,9.55,15.06,23.40,29.48
32.00,0.46,3.35,6.71,9.62,15.56,23.53,29.87
33.00,0.54,3.38,6.86,9.79,15.67,24.10,31.23
34.00,0.58,3.46,7.06,9.90,16.04,24.45,32.05
