N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,409,0,61
2,0,370,0,100
3,0,334,0,136
4,0,306,0,164
5,0,291,0,179
6,0,275,0,195
7,0,253,0,217
8,0,242,0,228
9,0,220,0,250
10,0,210,0,260
11,0,199,0,271
12,0,189,0,281
13,0,176,0,294
14,0,165,0,305
15,0,154,0,316
16,0,148,0,322
17,0,142,0,328
18,0,140,0,330
19,0,136,0,334
20,0,131,0,339
21,0,124,0,346
22,0,116,0,354
23,0,106,0,364
24,0,100,0,370
25,0,98,0,372
26,0,94,0,376
27,0,85,0,385
28,0,83,0,387
29,0,78,0,392
30,0,75,0,395
31,0,73,0,397
32,0,68,0,402
33,0,67,0,403
34,0,64,0,406
35,0,62,0,408
36,0,59,0,411
37,0,53,0,417
38,0,50,0,420
39,0,48,0,422
40,0,45,0,425
41,0,40,0,430
42,0,39,0,431
43,0,34,0,436
44,0,27,0,443
45,0,24,0,446
46,0,21,0,449
47,0,18,0,452
48,0,14,0,456
49,0,9,0,461
50,0,5,0,465
51,0,1,0,469
