N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,239,0,82
2,0,225,0,96
3,0,213,0,108
4,0,201,0,120
5,0,189,0,132
6,0,174,0,147
7,0,163,0,158
8,0,155,0,166
9,0,146,0,175
10,0,142,0,179
11,0,132,0,189
12,0,124,0,197
13,0,118,0,203
14,0,113,0,208
15,0,111,0,210
16,0,107,0,214
17,0,101,0,220
18,0,96,0,225
19,0,93,0,228
20,0,90,0,231
21,0,83,0,238
22,0,79,0,242
23,0,68,0,253
24,0,66,0,255
25,0,62,0,259
26,0,58,0,263
27,0,53,0,268
28,0,48,0,273
29,0,44,0,277
30,0,37,0,284
31,0,31,0,290
32,0,27,0,294
33,0,24,0,297
34,0,23,0,298
35,0,21,0,300
36,0,17,0,304
37,0,14,0,307
38,0,9,0,312
39,0,6,0,315
40,0,6,0,315
41,0,6,0,315
42,0,5,0,316
43,0,4,0,317
44,0,2,0,319
45,0,0,0,321
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
