N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,291,0,30
2,0,238,0,83
3,0,218,0,103
4,0,196,0,125
5,0,175,0,146
6,0,159,0,162
7,0,145,0,176
8,0,135,0,186
9,0,127,0,194
10,0,120,0,201
11,0,114,0,207
12,0,106,0,215
13,0,100,0,221
14,0,97,0,224
15,0,93,0,228
16,0,91,0,230
17,0,85,0,236
18,0,80,0,241
19,0,72,0,249
20,0,70,0,251
21,0,66,0,255
22,0,65,0,256
23,0,62,0,259
24,0,59,0,262
25,0,56,0,265
26,0,52,0,269
27,0,51,0,270
28,0,50,0,271
29,0,47,0,274
30,0,46,0,275
31,0,44,0,277
32,0,39,0,282
33,0,37,0,284
34,0,37,0,284
35,0,35,0,286
36,0,33,0,288
37,0,29,0,292
38,0,26,0,295
39,0,20,0,301
40,0,19,0,302
41,0,17,0,304
42,0,15,0,306
43,0,11,0,310
44,0,9,0,312
45,0,9,0,312
46,0,8,0,313
47,0,3,0,318
48,0,2,0,319
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
