N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,470,0,0
2,0,466,0,4
3,0,463,0,7
4,0,459,0,11
5,0,453,0,17
6,0,442,0,28
7,0,438,0,32
8,0,422,0,48
9,0,417,0,53
10,0,402,0,68
11,0,394,0,76
12,0,390,0,80
13,0,386,0,84
14,0,382,0,88
15,0,373,0,97
16,0,369,0,101
17,0,359,0,111
18,0,354,0,116
19,0,348,0,122
20,0,343,0,127
21,0,337,0,133
22,0,333,0,137
23,0,327,0,143
24,0,326,0,144
25,0,321,0,149
26,0,315,0,155
27,0,311,0,159
28,0,304,0,166
29,0,301,0,169
30,0,297,0,173
31,0,291,0,179
32,0,288,0,182
33,0,280,0,190
34,0,277,0,193
35,0,274,0,196
36,0,271,0,199
37,0,263,0,207
38,0,257,0,213
39,0,253,0,217
40,0,247,0,223
41,0,241,0,229
42,0,238,0,232
43,0,233,0,237
44,0,229,0,241
45,0,225,0,245
46,0,221,0,249
47,0,217,0,253
48,0,211,0,259
49,0,203,0,267
50,0,194,0,276
51,0,189,0,281
52,0,182,0,288
53,0,174,0,296
54,0,169,0,301
55,0,164,0,306
56,0,157,0,313
57,0,151,0,319
58,0,146,0,324
59,0,137,0,333
60,0,132,0,338
61,0,124,0,346
62,0,108,0,362
63,0,101,0,369
64,0,85,0,385
65,0,76,0,394
66,0,65,0,405
67,0,52,0,418
68,0,43,0,427
69,0,35,0,435
70,0,27,0,443
71,0,21,0,449
72,0,16,0,454
73,0,11,0,459
74,0,10,0,460
75,0,7,0,463
76,0,3,0,467
77,0,3,0,467
78,0,1,0,469
79,0,0,0,470
80,0,0,0,470
81,0,0,0,470
82,0,0,0,470
83,0,0,0,470
84,0,0,0,470
85,0,0,0,470
86,0,0,0,470
87,0,0,0,470
88,0,0,0,470
89,0,0,0,470
90,0,0,0,470
91,0,0,0,470
92,0,0,0,470
93,0,0,0,470
94,0,0,0,470
95,0,0,0,470
96,0,0,0,470
97,0,0,0,470
98,0,0,0,470
99,0,0,0,470
