N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,453,0,17
2,0,418,0,52
3,0,402,0,68
4,0,386,0,84
5,0,377,0,93
6,0,367,0,103
7,0,355,0,115
8,0,343,0,127
9,0,336,0,134
10,0,323,0,147
11,0,311,0,159
12,0,295,0,175
13,0,280,0,190
14,0,270,0,200
15,0,259,0,211
16,0,249,0,221
17,0,238,0,232
18,0,232,0,238
19,0,223,0,247
20,0,215,0,255
21,0,204,0,266
22,0,196,0,274
23,0,187,0,283
24,0,180,0,290
25,0,175,0,295
26,0,168,0,302
27,0,161,0,309
28,0,151,0,319
29,0,145,0,325
30,0,137,0,333
31,0,130,0,340
32,0,126,0,344
33,0,122,0,348
34,0,117,0,353
35,0,113,0,357
36,0,106,0,364
37,0,99,0,371
38,0,95,0,375
39,0,89,0,381
40,0,85,0,385
41,0,81,0,389
42,0,76,0,394
43,0,66,0,404
44,0,61,0,409
45,0,54,0,416
46,0,46,0,424
47,0,38,0,432
48,0,29,0,441
49,0,23,0,447
50,0,15,0,455
51,0,11,0,459
