N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,458,0,12
2,0,448,0,22
3,0,439,0,31
4,0,433,0,37
5,0,425,0,45
6,0,413,0,57
7,0,398,0,72
8,0,385,0,85
9,0,374,0,96
10,0,366,0,104
11,0,356,0,114
12,0,347,0,123
13,0,336,0,134
14,0,329,0,141
15,0,319,0,151
16,0,309,0,161
17,0,302,0,168
18,0,295,0,175
19,0,281,0,189
20,0,269,0,201
21,0,262,0,208
22,0,252,0,218
23,0,242,0,228
24,0,236,0,234
25,0,221,0,249
26,0,213,0,257
27,0,207,0,263
28,0,201,0,269
29,0,193,0,277
30,0,185,0,285
31,0,178,0,292
32,0,170,0,300
33,0,169,0,301
34,0,162,0,308
35,0,157,0,313
36,0,146,0,324
37,0,143,0,327
38,0,136,0,334
39,0,125,0,345
40,0,118,0,352
41,0,114,0,356
42,0,112,0,358
43,0,105,0,365
44,0,103,0,367
45,0,95,0,375
46,0,89,0,381
47,0,80,0,390
48,0,65,0,405
49,0,54,0,416
50,0,46,0,424
51,0,25,0,445
