N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,258,0,63
2,0,234,0,87
3,0,222,0,99
4,0,201,0,120
5,0,189,0,132
6,0,177,0,144
7,0,166,0,155
8,0,150,0,171
9,0,133,0,188
10,0,123,0,198
11,0,114,0,207
12,0,106,0,215
13,0,94,0,227
14,0,84,0,237
15,0,80,0,241
16,0,71,0,250
17,0,64,0,257
18,0,58,0,263
19,0,47,0,274
20,0,45,0,276
21,0,41,0,280
22,0,37,0,284
23,0,30,0,291
24,0,26,0,295
25,0,24,0,297
26,0,21,0,300
27,0,20,0,301
28,0,19,0,302
29,0,16,0,305
30,0,13,0,308
31,0,10,0,311
32,0,8,0,313
33,0,8,0,313
34,0,8,0,313
35,0,8,0,313
36,0,8,0,313
37,0,6,0,315
38,0,5,0,316
39,0,5,0,316
40,0,5,0,316
41,0,5,0,316
42,0,4,0,317
43,0,3,0,318
44,0,3,0,318
45,0,3,0,318
46,0,3,0,318
47,0,3,0,318
48,0,3,0,318
49,0,3,0,318
50,0,0,0,321
51,0,0,0,321
