N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,4,317,0,0
1,4,258,0,59
2,4,244,0,73
3,4,226,0,91
4,4,218,0,99
5,4,207,0,110
6,4,202,0,115
7,4,197,0,120
8,4,193,0,124
9,3,185,1,132
10,3,176,1,141
11,3,168,1,149
12,3,162,1,155
13,3,148,1,169
14,3,142,1,175
15,3,135,1,182
16,2,131,2,186
17,2,124,2,193
18,2,114,2,203
19,2,103,2,214
20,2,100,2,217
21,2,98,2,219
22,2,93,2,224
23,2,89,2,228
24,2,82,2,235
25,2,79,2,238
26,2,76,2,241
27,2,69,2,248
28,2,65,2,252
29,1,64,3,253
30,1,60,3,257
31,1,57,3,260
32,1,53,3,264
33,1,51,3,266
34,1,46,3,271
35,1,41,3,276
36,1,39,3,278
37,1,35,3,282
38,0,33,4,284
39,0,30,4,287
40,0,29,4,288
41,0,24,4,293
42,0,19,4,298
43,0,17,4,300
44,0,15,4,302
45,0,10,4,307
46,0,10,4,307
47,0,9,4,308
48,0,2,4,315
49,0,1,4,316
50,0,0,4,317
51,0,0,4,317
