N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,304,0,17
2,0,271,0,50
3,0,260,0,61
4,0,252,0,69
5,0,247,0,74
6,0,242,0,79
7,0,237,0,84
8,0,229,0,92
9,0,221,0,100
10,0,210,0,111
11,0,204,0,117
12,0,197,0,124
13,0,189,0,132
14,0,187,0,134
15,0,180,0,141
16,0,175,0,146
17,0,170,0,151
18,0,163,0,158
19,0,160,0,161
20,0,156,0,165
21,0,152,0,169
22,0,145,0,176
23,0,142,0,179
24,0,139,0,182
25,0,137,0,184
26,0,134,0,187
27,0,131,0,190
28,0,130,0,191
29,0,128,0,193
30,0,126,0,195
31,0,125,0,196
32,0,120,0,201
33,0,114,0,207
34,0,109,0,212
35,0,106,0,215
36,0,103,0,218
37,0,101,0,220
38,0,99,0,222
39,0,98,0,223
40,0,91,0,230
41,0,88,0,233
42,0,84,0,237
43,0,78,0,243
44,0,71,0,250
45,0,63,0,258
46,0,60,0,261
47,0,51,0,270
48,0,44,0,277
49,0,35,0,286
50,0,20,0,301
51,0,9,0,312
