N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,459,0,11
2,0,433,0,37
3,0,408,0,62
4,0,376,0,94
5,0,352,0,118
6,0,335,0,135
7,0,318,0,152
8,0,298,0,172
9,0,276,0,194
10,0,254,0,216
11,0,237,0,233
12,0,218,0,252
13,0,207,0,263
14,0,191,0,279
15,0,173,0,297
16,0,156,0,314
17,0,144,0,326
18,0,139,0,331
19,0,129,0,341
20,0,117,0,353
21,0,108,0,362
22,0,100,0,370
23,0,89,0,381
24,0,80,0,390
25,0,71,0,399
26,0,62,0,408
27,0,56,0,414
28,0,54,0,416
29,0,48,0,422
30,0,45,0,425
31,0,39,0,431
32,0,34,0,436
33,0,30,0,440
34,0,27,0,443
35,0,20,0,450
36,0,19,0,451
37,0,18,0,452
38,0,18,0,452
39,0,18,0,452
40,0,15,0,455
41,0,13,0,457
42,0,12,0,458
43,0,10,0,460
44,0,9,0,461
45,0,7,0,463
46,0,5,0,465
47,0,3,0,467
48,0,2,0,468
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
