N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,6,315,0,0
1,6,312,0,3
2,6,312,0,3
3,6,307,0,8
4,6,301,0,14
5,6,297,0,18
6,6,291,0,24
7,6,288,0,27
8,6,283,0,32
9,6,281,0,34
10,6,277,0,38
11,6,276,0,39
12,6,274,0,41
13,6,266,0,49
14,6,265,0,50
15,6,262,0,53
16,6,261,0,54
17,6,258,0,57
18,6,255,0,60
19,6,253,0,62
20,6,251,0,64
21,6,247,0,68
22,6,246,0,69
23,6,244,0,71
24,6,241,0,74
25,6,240,0,75
26,6,240,0,75
27,6,238,0,77
28,6,237,0,78
29,6,236,0,79
30,6,233,0,82
31,6,230,0,85
32,6,227,0,88
33,6,225,0,90
34,6,222,0,93
35,6,220,0,95
36,6,217,0,98
37,6,208,0,107
38,6,203,0,112
39,6,195,0,120
40,6,186,0,129
41,6,183,0,132
42,6,178,0,137
43,5,175,1,140
44,4,166,2,149
45,4,158,2,157
46,4,152,2,163
47,4,140,2,175
48,4,132,2,183
49,2,107,4,208
50,1,68,5,247
51,0,28,6,287
