N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,232,0,89
2,0,184,0,137
3,0,148,0,173
4,0,131,0,190
5,0,116,0,205
6,0,99,0,222
7,0,87,0,234
8,0,78,0,243
9,0,69,0,252
10,0,61,0,260
11,0,50,0,271
12,0,47,0,274
13,0,41,0,280
14,0,40,0,281
15,0,37,0,284
16,0,34,0,287
17,0,31,0,290
18,0,30,0,291
19,0,29,0,292
20,0,29,0,292
21,0,29,0,292
22,0,25,0,296
23,0,24,0,297
24,0,23,0,298
25,0,21,0,300
26,0,19,0,302
27,0,19,0,302
28,0,17,0,304
29,0,17,0,304
30,0,15,0,306
31,0,14,0,307
32,0,13,0,308
33,0,13,0,308
34,0,13,0,308
35,0,13,0,308
36,0,13,0,308
37,0,12,0,309
38,0,12,0,309
39,0,12,0,309
40,0,11,0,310
41,0,11,0,310
42,0,9,0,312
43,0,8,0,313
44,0,7,0,314
45,0,7,0,314
46,0,7,0,314
47,0,7,0,314
48,0,7,0,314
49,0,7,0,314
50,0,7,0,314
51,0,7,0,314
52,0,6,0,315
53,0,6,0,315
54,0,5,0,316
55,0,4,0,317
56,0,4,0,317
57,0,4,0,317
58,0,4,0,317
59,0,4,0,317
60,0,4,0,317
61,0,4,0,317
62,0,4,0,317
63,0,4,0,317
64,0,4,0,317
65,0,4,0,317
66,0,4,0,317
67,0,4,0,317
68,0,3,0,318
69,0,3,0,318
70,0,3,0,318
71,0,2,0,319
72,0,2,0,319
73,0,2,0,319
74,0,2,0,319
75,0,2,0,319
76,0,2,0,319
77,0,2,0,319
78,0,2,0,319
79,0,2,0,319
80,0,1,0,320
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
