N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,446,0,24
2,0,398,0,72
3,0,358,0,112
4,0,340,0,130
5,0,321,0,149
6,0,309,0,161
7,0,300,0,170
8,0,278,0,192
9,0,264,0,206
10,0,244,0,226
11,0,233,0,237
12,0,219,0,251
13,0,211,0,259
14,0,199,0,271
15,0,189,0,281
16,0,178,0,292
17,0,162,0,308
18,0,148,0,322
19,0,139,0,331
20,0,129,0,341
21,0,122,0,348
22,0,118,0,352
23,0,113,0,357
24,0,109,0,361
25,0,101,0,369
26,0,98,0,372
27,0,92,0,378
28,0,87,0,383
29,0,82,0,388
30,0,78,0,392
31,0,70,0,400
32,0,68,0,402
33,0,65,0,405
34,0,63,0,407
35,0,59,0,411
36,0,59,0,411
37,0,54,0,416
38,0,49,0,421
39,0,44,0,426
40,0,35,0,435
41,0,33,0,437
42,0,25,0,445
43,0,21,0,449
44,0,19,0,451
45,0,11,0,459
46,0,10,0,460
47,0,8,0,462
48,0,7,0,463
49,0,7,0,463
50,0,4,0,466
51,0,3,0,467
