N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,97,0,373
2,0,78,0,392
3,0,67,0,403
4,0,62,0,408
5,0,60,0,410
6,0,57,0,413
7,0,55,0,415
8,0,55,0,415
9,0,51,0,419
10,0,46,0,424
11,0,45,0,425
12,0,42,0,428
13,0,39,0,431
14,0,38,0,432
15,0,35,0,435
16,0,32,0,438
17,0,32,0,438
18,0,29,0,441
19,0,29,0,441
20,0,25,0,445
21,0,23,0,447
22,0,22,0,448
23,0,21,0,449
24,0,20,0,450
25,0,18,0,452
26,0,17,0,453
27,0,16,0,454
28,0,15,0,455
29,0,15,0,455
30,0,14,0,456
31,0,14,0,456
32,0,14,0,456
33,0,11,0,459
34,0,9,0,461
35,0,8,0,462
36,0,8,0,462
37,0,8,0,462
38,0,7,0,463
39,0,6,0,464
40,0,5,0,465
41,0,4,0,466
42,0,4,0,466
43,0,4,0,466
44,0,3,0,467
45,0,3,0,467
46,0,3,0,467
47,0,3,0,467
48,0,3,0,467
49,0,1,0,469
50,0,0,0,470
51,0,0,0,470
