N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,463,0,7
2,0,454,0,16
3,0,433,0,37
4,0,416,0,54
5,0,402,0,68
6,0,387,0,83
7,0,371,0,99
8,0,356,0,114
9,0,342,0,128
10,0,330,0,140
11,0,316,0,154
12,0,299,0,171
13,0,284,0,186
14,0,268,0,202
15,0,252,0,218
16,0,244,0,226
17,0,231,0,239
18,0,220,0,250
19,0,204,0,266
20,0,195,0,275
21,0,188,0,282
22,0,181,0,289
23,0,176,0,294
24,0,175,0,295
25,0,170,0,300
26,0,163,0,307
27,0,157,0,313
28,0,151,0,319
29,0,142,0,328
30,0,137,0,333
31,0,125,0,345
32,0,122,0,348
33,0,116,0,354
34,0,109,0,361
35,0,104,0,366
36,0,100,0,370
37,0,92,0,378
38,0,88,0,382
39,0,81,0,389
40,0,76,0,394
41,0,69,0,401
42,0,60,0,410
43,0,58,0,412
44,0,50,0,420
45,0,42,0,428
46,0,38,0,432
47,0,27,0,443
48,0,21,0,449
49,0,15,0,455
50,0,6,0,464
51,0,1,0,469
