N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,255,0,66
2,0,214,0,107
3,0,189,0,132
4,0,174,0,147
5,0,162,0,159
6,0,152,0,169
7,0,142,0,179
8,0,133,0,188
9,0,122,0,199
10,0,115,0,206
11,0,107,0,214
12,0,98,0,223
13,0,93,0,228
14,0,89,0,232
15,0,87,0,234
16,0,83,0,238
17,0,79,0,242
18,0,76,0,245
19,0,74,0,247
20,0,73,0,248
21,0,70,0,251
22,0,66,0,255
23,0,61,0,260
24,0,59,0,262
25,0,58,0,263
26,0,56,0,265
27,0,56,0,265
28,0,55,0,266
29,0,54,0,267
30,0,47,0,274
31,0,46,0,275
32,0,44,0,277
33,0,43,0,278
34,0,42,0,279
35,0,41,0,280
36,0,38,0,283
37,0,36,0,285
38,0,36,0,285
39,0,35,0,286
40,0,33,0,288
41,0,29,0,292
42,0,29,0,292
43,0,27,0,294
44,0,22,0,299
45,0,16,0,305
46,0,15,0,306
47,0,11,0,310
48,0,10,0,311
49,0,6,0,315
50,0,3,0,318
51,0,3,0,318
