N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,154,0,167
2,0,137,0,184
3,0,109,0,212
4,0,89,0,232
5,0,79,0,242
6,0,66,0,255
7,0,50,0,271
8,0,34,0,287
9,0,28,0,293
10,0,24,0,297
11,0,20,0,301
12,0,18,0,303
13,0,18,0,303
14,0,17,0,304
15,0,15,0,306
16,0,14,0,307
17,0,13,0,308
18,0,13,0,308
19,0,13,0,308
20,0,13,0,308
21,0,12,0,309
22,0,11,0,310
23,0,11,0,310
24,0,11,0,310
25,0,10,0,311
26,0,10,0,311
27,0,9,0,312
28,0,9,0,312
29,0,7,0,314
30,0,6,0,315
31,0,6,0,315
32,0,6,0,315
33,0,6,0,315
34,0,6,0,315
35,0,6,0,315
36,0,6,0,315
37,0,6,0,315
38,0,6,0,315
39,0,6,0,315
40,0,6,0,315
41,0,5,0,316
42,0,4,0,317
43,0,4,0,317
44,0,4,0,317
45,0,2,0,319
46,0,2,0,319
47,0,1,0,320
48,0,1,0,320
49,0,1,0,320
50,0,1,0,320
51,0,0,0,321
