N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,4,317,0,0
1,4,305,0,12
2,4,291,0,26
3,4,280,0,37
4,3,263,1,54
5,3,243,1,74
6,2,226,2,91
7,2,200,2,117
8,1,184,3,133
9,1,164,3,153
10,1,142,3,175
11,1,120,3,197
12,1,102,3,215
13,1,92,3,225
14,1,79,3,238
15,1,77,3,240
16,1,70,3,247
17,0,65,4,252
18,0,62,4,255
19,0,55,4,262
20,0,52,4,265
21,0,49,4,268
22,0,47,4,270
23,0,42,4,275
24,0,39,4,278
25,0,35,4,282
26,0,28,4,289
27,0,24,4,293
28,0,22,4,295
29,0,19,4,298
30,0,16,4,301
31,0,15,4,302
32,0,13,4,304
33,0,13,4,304
34,0,11,4,306
35,0,9,4,308
36,0,8,4,309
37,0,6,4,311
38,0,4,4,313
39,0,3,4,314
40,0,3,4,314
41,0,3,4,314
42,0,3,4,314
43,0,3,4,314
44,0,2,4,315
45,0,2,4,315
46,0,2,4,315
47,0,1,4,316
48,0,1,4,316
49,0,0,4,317
50,0,0,4,317
51,0,0,4,317
