N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,2,319,0,0
1,1,286,1,33
2,0,261,2,58
3,0,251,2,68
4,0,241,2,78
5,0,232,2,87
6,0,220,2,99
7,0,211,2,108
8,0,203,2,116
9,0,193,2,126
10,0,189,2,130
11,0,176,2,143
12,0,166,2,153
13,0,155,2,164
14,0,146,2,173
15,0,139,2,180
16,0,125,2,194
17,0,111,2,208
18,0,96,2,223
19,0,84,2,235
20,0,79,2,240
21,0,70,2,249
22,0,58,2,261
23,0,46,2,273
24,0,35,2,284
25,0,30,2,289
26,0,19,2,300
27,0,16,2,303
28,0,12,2,307
29,0,9,2,310
30,0,8,2,311
31,0,6,2,313
32,0,4,2,315
33,0,4,2,315
34,0,4,2,315
35,0,3,2,316
36,0,1,2,318
37,0,0,2,319
38,0,0,2,319
39,0,0,2,319
40,0,0,2,319
41,0,0,2,319
42,0,0,2,319
43,0,0,2,319
44,0,0,2,319
45,0,0,2,319
46,0,0,2,319
47,0,0,2,319
48,0,0,2,319
49,0,0,2,319
50,0,0,2,319
51,0,0,2,319
