N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,269,0,52
2,0,220,0,101
3,0,188,0,133
4,0,154,0,167
5,0,130,0,191
6,0,108,0,213
7,0,94,0,227
8,0,84,0,237
9,0,77,0,244
10,0,67,0,254
11,0,60,0,261
12,0,45,0,276
13,0,36,0,285
14,0,29,0,292
15,0,25,0,296
16,0,24,0,297
17,0,23,0,298
18,0,18,0,303
19,0,15,0,306
20,0,14,0,307
21,0,9,0,312
22,0,9,0,312
23,0,8,0,313
24,0,6,0,315
25,0,5,0,316
26,0,5,0,316
27,0,5,0,316
28,0,3,0,318
29,0,3,0,318
30,0,2,0,319
31,0,2,0,319
32,0,2,0,319
33,0,1,0,320
34,0,1,0,320
35,0,1,0,320
36,0,1,0,320
37,0,1,0,320
38,0,1,0,320
39,0,1,0,320
40,0,1,0,320
41,0,1,0,320
42,0,0,0,321
43,0,0,0,321
44,0,0,0,321
45,0,0,0,321
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
