N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,317,0,4
2,0,314,0,7
3,0,300,0,21
4,0,279,0,42
5,0,249,0,72
6,0,224,0,97
7,0,206,0,115
8,0,183,0,138
9,0,166,0,155
10,0,145,0,176
11,0,130,0,191
12,0,116,0,205
13,0,108,0,213
14,0,96,0,225
15,0,86,0,235
16,0,75,0,246
17,0,68,0,253
18,0,55,0,266
19,0,46,0,275
20,0,40,0,281
21,0,36,0,285
22,0,28,0,293
23,0,23,0,298
24,0,18,0,303
25,0,13,0,308
26,0,10,0,311
27,0,7,0,314
28,0,7,0,314
29,0,5,0,316
30,0,5,0,316
31,0,5,0,316
32,0,5,0,316
33,0,4,0,317
34,0,3,0,318
35,0,3,0,318
36,0,3,0,318
37,0,3,0,318
38,0,3,0,318
39,0,2,0,319
40,0,2,0,319
41,0,2,0,319
42,0,2,0,319
43,0,2,0,319
44,0,1,0,320
45,0,1,0,320
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
