N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,298,0,23
2,0,284,0,37
3,0,266,0,55
4,0,249,0,72
5,0,238,0,83
6,0,224,0,97
7,0,213,0,108
8,0,204,0,117
9,0,201,0,120
10,0,194,0,127
11,0,191,0,130
12,0,184,0,137
13,0,182,0,139
14,0,177,0,144
15,0,173,0,148
16,0,169,0,152
17,0,164,0,157
18,0,160,0,161
19,0,155,0,166
20,0,154,0,167
21,0,153,0,168
22,0,148,0,173
23,0,146,0,175
24,0,143,0,178
25,0,135,0,186
26,0,132,0,189
27,0,130,0,191
28,0,125,0,196
29,0,118,0,203
30,0,115,0,206
31,0,111,0,210
32,0,106,0,215
33,0,103,0,218
34,0,101,0,220
35,0,93,0,228
36,0,91,0,230
37,0,87,0,234
38,0,81,0,240
39,0,76,0,245
40,0,75,0,246
41,0,68,0,253
42,0,59,0,262
43,0,47,0,274
44,0,35,0,286
45,0,30,0,291
46,0,24,0,297
47,0,18,0,303
48,0,13,0,308
49,0,11,0,310
50,0,8,0,313
51,0,1,0,320
