N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,321,0,0
2,0,319,0,2
3,0,317,0,4
4,0,317,0,4
5,0,317,0,4
6,0,312,0,9
7,0,309,0,12
8,0,304,0,17
9,0,304,0,17
10,0,302,0,19
11,0,300,0,21
12,0,295,0,26
13,0,293,0,28
14,0,280,0,41
15,0,271,0,50
16,0,260,0,61
17,0,253,0,68
18,0,246,0,75
19,0,238,0,83
20,0,230,0,91
21,0,210,0,111
22,0,200,0,121
23,0,190,0,131
24,0,173,0,148
25,0,148,0,173
26,0,129,0,192
27,0,108,0,213
28,0,99,0,222
29,0,85,0,236
30,0,64,0,257
31,0,42,0,279
32,0,25,0,296
33,0,18,0,303
34,0,12,0,309
35,0,7,0,314
36,0,5,0,316
37,0,5,0,316
38,0,3,0,318
39,0,0,0,321
40,0,0,0,321
41,0,0,0,321
42,0,0,0,321
43,0,0,0,321
44,0,0,0,321
45,0,0,0,321
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
