N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,317,0,4
2,0,301,0,20
3,0,279,0,42
4,0,257,0,64
5,0,235,0,86
6,0,215,0,106
7,0,204,0,117
8,0,193,0,128
9,0,186,0,135
10,0,175,0,146
11,0,164,0,157
12,0,152,0,169
13,0,145,0,176
14,0,134,0,187
15,0,126,0,195
16,0,111,0,210
17,0,106,0,215
18,0,99,0,222
19,0,92,0,229
20,0,87,0,234
21,0,81,0,240
22,0,73,0,248
23,0,66,0,255
24,0,59,0,262
25,0,49,0,272
26,0,46,0,275
27,0,42,0,279
28,0,32,0,289
29,0,24,0,297
30,0,20,0,301
31,0,10,0,311
32,0,7,0,314
33,0,6,0,315
34,0,3,0,318
35,0,2,0,319
36,0,2,0,319
37,0,2,0,319
38,0,1,0,320
39,0,1,0,320
40,0,0,0,321
41,0,0,0,321
42,0,0,0,321
43,0,0,0,321
44,0,0,0,321
45,0,0,0,321
46,0,0,0,321
47,0,0,0,321
48,0,0,0,321
49,0,0,0,321
50,0,0,0,321
51,0,0,0,321
