N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,279,0,42
2,0,255,0,66
3,0,230,0,91
4,0,218,0,103
5,0,210,0,111
6,0,203,0,118
7,0,194,0,127
8,0,186,0,135
9,0,179,0,142
10,0,173,0,148
11,0,163,0,158
12,0,159,0,162
13,0,150,0,171
14,0,139,0,182
15,0,129,0,192
16,0,118,0,203
17,0,108,0,213
18,0,100,0,221
19,0,88,0,233
20,0,78,0,243
21,0,68,0,253
22,0,60,0,261
23,0,50,0,271
24,0,46,0,275
25,0,44,0,277
26,0,41,0,280
27,0,35,0,286
28,0,31,0,290
29,0,28,0,293
30,0,25,0,296
31,0,20,0,301
32,0,15,0,306
33,0,10,0,311
34,0,9,0,312
35,0,6,0,315
36,0,6,0,315
37,0,4,0,317
38,0,4,0,317
39,0,3,0,318
40,0,3,0,318
41,0,3,0,318
42,0,3,0,318
43,0,3,0,318
44,0,3,0,318
45,0,3,0,318
46,0,3,0,318
47,0,3,0,318
48,0,3,0,318
49,0,2,0,319
50,0,2,0,319
51,0,2,0,319
