N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,307,0,14
2,0,296,0,25
3,0,289,0,32
4,0,285,0,36
5,0,280,0,41
6,0,279,0,42
7,0,276,0,45
8,0,271,0,50
9,0,268,0,53
10,0,267,0,54
11,0,266,0,55
12,0,261,0,60
13,0,259,0,62
14,0,258,0,63
15,0,253,0,68
16,0,249,0,72
17,0,245,0,76
18,0,236,0,85
19,0,232,0,89
20,0,227,0,94
21,0,219,0,102
22,0,204,0,117
23,0,192,0,129
24,0,181,0,140
25,0,172,0,149
26,0,161,0,160
27,0,156,0,165
28,0,138,0,183
29,0,128,0,193
30,0,117,0,204
31,0,107,0,214
32,0,99,0,222
33,0,89,0,232
34,0,86,0,235
35,0,76,0,245
36,0,67,0,254
37,0,61,0,260
38,0,53,0,268
39,0,40,0,281
40,0,35,0,286
41,0,34,0,287
42,0,29,0,292
43,0,24,0,297
44,0,14,0,307
45,0,9,0,312
46,0,8,0,313
47,0,6,0,315
48,0,5,0,316
49,0,3,0,318
50,0,2,0,319
51,0,1,0,320
