N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,450,0,20
2,0,411,0,59
3,0,382,0,88
4,0,356,0,114
5,0,345,0,125
6,0,329,0,141
7,0,325,0,145
8,0,317,0,153
9,0,306,0,164
10,0,303,0,167
11,0,297,0,173
12,0,290,0,180
13,0,289,0,181
14,0,281,0,189
15,0,277,0,193
16,0,272,0,198
17,0,267,0,203
18,0,259,0,211
19,0,252,0,218
20,0,246,0,224
21,0,240,0,230
22,0,231,0,239
23,0,225,0,245
24,0,213,0,257
25,0,202,0,268
26,0,194,0,276
27,0,189,0,281
28,0,176,0,294
29,0,164,0,306
30,0,158,0,312
31,0,144,0,326
32,0,127,0,343
33,0,113,0,357
34,0,103,0,367
35,0,93,0,377
36,0,78,0,392
37,0,70,0,400
38,0,60,0,410
39,0,50,0,420
40,0,38,0,432
41,0,27,0,443
42,0,21,0,449
43,0,17,0,453
44,0,13,0,457
45,0,12,0,458
46,0,10,0,460
47,0,8,0,462
48,0,5,0,465
49,0,3,0,467
50,0,3,0,467
51,0,1,0,469
