N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,2,468,0,0
1,2,465,0,3
2,2,465,0,3
3,2,463,0,5
4,2,463,0,5
5,2,462,0,6
6,2,461,0,7
7,2,461,0,7
8,2,460,0,8
9,2,459,0,9
10,2,457,0,11
11,2,454,0,14
12,2,454,0,14
13,2,448,0,20
14,2,447,0,21
15,2,437,0,31
16,2,435,0,33
17,2,424,0,44
18,2,405,0,63
19,2,392,0,76
20,2,384,0,84
21,2,362,0,106
22,2,343,0,125
23,2,315,0,153
24,2,280,0,188
25,2,248,0,220
26,2,210,0,258
27,2,173,0,295
28,2,145,0,323
29,2,119,0,349
30,2,108,0,360
31,1,93,1,375
32,1,82,1,386
33,1,74,1,394
34,0,68,2,400
35,0,61,2,407
36,0,57,2,411
37,0,49,2,419
38,0,41,2,427
39,0,35,2,433
40,0,29,2,439
41,0,23,2,445
42,0,20,2,448
43,0,18,2,450
44,0,15,2,453
45,0,10,2,458
46,0,7,2,461
47,0,6,2,462
48,0,2,2,466
49,0,1,2,467
50,0,1,2,467
51,0,1,2,467
52,0,0,2,468
53,0,0,2,468
54,0,0,2,468
55,0,0,2,468
56,0,0,2,468
57,0,0,2,468
58,0,0,2,468
59,0,0,2,468
60,0,0,2,468
61,0,0,2,468
62,0,0,2,468
63,0,0,2,468
64,0,0,2,468
65,0,0,2,468
66,0,0,2,468
67,0,0,2,468
68,0,0,2,468
69,0,0,2,468
70,0,0,2,468
71,0,0,2,468
72,0,0,2,468
73,0,0,2,468
74,0,0,2,468
75,0,0,2,468
76,0,0,2,468
77,0,0,2,468
78,0,0,2,468
79,0,0,2,468
80,0,0,2,468
81,0,0,2,468
82,0,0,2,468
83,0,0,2,468
84,0,0,2,468
85,0,0,2,468
86,0,0,2,468
87,0,0,2,468
88,0,0,2,468
89,0,0,2,468
90,0,0,2,468
91,0,0,2,468
92,0,0,2,468
93,0,0,2,468
94,0,0,2,468
95,0,0,2,468
96,0,0,2,468
97,0,0,2,468
98,0,0,2,468
99,0,0,2,468
