N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,3,318,0,0
1,3,217,0,101
2,3,184,0,134
3,3,152,0,166
4,3,139,0,179
5,3,130,0,188
6,3,117,0,201
7,3,104,0,214
8,3,95,0,223
9,3,84,0,234
10,2,65,1,253
11,2,55,1,263
12,2,42,1,276
13,1,30,2,288
14,1,23,2,295
15,0,13,3,305
16,0,9,3,309
17,0,6,3,312
18,0,2,3,316
19,0,0,3,318
20,0,0,3,318
21,0,0,3,318
22,0,0,3,318
23,0,0,3,318
24,0,0,3,318
25,0,0,3,318
26,0,0,3,318
27,0,0,3,318
28,0,0,3,318
29,0,0,3,318
30,0,0,3,318
31,0,0,3,318
32,0,0,3,318
33,0,0,3,318
34,0,0,3,318
35,0,0,3,318
36,0,0,3,318
37,0,0,3,318
38,0,0,3,318
39,0,0,3,318
40,0,0,3,318
41,0,0,3,318
42,0,0,3,318
43,0,0,3,318
44,0,0,3,318
45,0,0,3,318
46,0,0,3,318
47,0,0,3,318
48,0,0,3,318
49,0,0,3,318
50,0,0,3,318
51,0,0,3,318
