N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,1,469,0,0
1,1,469,0,0
2,1,467,0,2
3,1,463,0,6
4,1,458,0,11
5,1,449,0,20
6,1,441,0,28
7,1,433,0,36
8,1,424,0,45
9,1,416,0,53
10,1,405,0,64
11,1,398,0,71
12,1,395,0,74
13,1,387,0,82
14,1,381,0,88
15,1,374,0,95
16,1,368,0,101
17,1,364,0,105
18,1,353,0,116
19,1,338,0,131
20,1,326,0,143
21,1,318,0,151
22,1,311,0,158
23,1,302,0,167
24,1,296,0,173
25,1,287,0,182
26,1,278,0,191
27,1,264,0,205
28,1,251,0,218
29,1,236,0,233
30,1,222,0,247
31,1,210,0,259
32,1,200,0,269
33,1,190,0,279
34,1,177,0,292
35,1,171,0,298
36,1,159,0,310
37,1,148,0,321
38,1,140,0,329
39,1,130,0,339
40,1,111,0,358
41,1,103,0,366
42,1,92,0,377
43,0,78,1,391
44,0,67,1,402
45,0,57,1,412
46,0,42,1,427
47,0,37,1,432
48,0,26,1,443
49,0,21,1,448
50,0,13,1,456
51,0,9,1,460
