N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,235,0,86
2,0,188,0,133
3,0,141,0,180
4,0,102,0,219
5,0,87,0,234
6,0,71,0,250
7,0,66,0,255
8,0,55,0,266
9,0,52,0,269
10,0,49,0,272
11,0,44,0,277
12,0,41,0,280
13,0,38,0,283
14,0,36,0,285
15,0,36,0,285
16,0,32,0,289
17,0,30,0,291
18,0,27,0,294
19,0,26,0,295
20,0,25,0,296
21,0,25,0,296
22,0,25,0,296
23,0,25,0,296
24,0,25,0,296
25,0,25,0,296
26,0,23,0,298
27,0,21,0,300
28,0,21,0,300
29,0,18,0,303
30,0,18,0,303
31,0,17,0,304
32,0,16,0,305
33,0,16,0,305
34,0,15,0,306
35,0,14,0,307
36,0,13,0,308
37,0,12,0,309
38,0,12,0,309
39,0,11,0,310
40,0,10,0,311
41,0,10,0,311
42,0,10,0,311
43,0,9,0,312
44,0,9,0,312
45,0,9,0,312
46,0,9,0,312
47,0,9,0,312
48,0,9,0,312
49,0,9,0,312
50,0,9,0,312
51,0,9,0,312
52,0,9,0,312
53,0,9,0,312
54,0,9,0,312
55,0,9,0,312
56,0,9,0,312
57,0,9,0,312
58,0,8,0,313
59,0,7,0,314
60,0,6,0,315
61,0,6,0,315
62,0,6,0,315
63,0,5,0,316
64,0,5,0,316
65,0,4,0,317
66,0,4,0,317
67,0,4,0,317
68,0,3,0,318
69,0,3,0,318
70,0,3,0,318
71,0,3,0,318
72,0,3,0,318
73,0,3,0,318
74,0,3,0,318
75,0,3,0,318
76,0,2,0,319
77,0,2,0,319
78,0,2,0,319
79,0,2,0,319
80,0,2,0,319
81,0,2,0,319
82,0,2,0,319
83,0,1,0,320
84,0,1,0,320
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
