N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,398,0,72
2,0,317,0,153
3,0,258,0,212
4,0,213,0,257
5,0,187,0,283
6,0,170,0,300
7,0,158,0,312
8,0,141,0,329
9,0,137,0,333
10,0,126,0,344
11,0,117,0,353
12,0,109,0,361
13,0,100,0,370
14,0,92,0,378
15,0,82,0,388
16,0,77,0,393
17,0,68,0,402
18,0,64,0,406
19,0,59,0,411
20,0,55,0,415
21,0,54,0,416
22,0,52,0,418
23,0,48,0,422
24,0,48,0,422
25,0,41,0,429
26,0,38,0,432
27,0,35,0,435
28,0,28,0,442
29,0,25,0,445
30,0,23,0,447
31,0,19,0,451
32,0,18,0,452
33,0,15,0,455
34,0,12,0,458
35,0,11,0,459
36,0,8,0,462
37,0,4,0,466
38,0,3,0,467
39,0,2,0,468
40,0,2,0,468
41,0,2,0,468
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
