N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,422,0,48
2,0,368,0,102
3,0,310,0,160
4,0,262,0,208
5,0,230,0,240
6,0,204,0,266
7,0,181,0,289
8,0,164,0,306
9,0,150,0,320
10,0,137,0,333
11,0,122,0,348
12,0,109,0,361
13,0,98,0,372
14,0,93,0,377
15,0,83,0,387
16,0,77,0,393
17,0,73,0,397
18,0,69,0,401
19,0,67,0,403
20,0,63,0,407
21,0,59,0,411
22,0,57,0,413
23,0,57,0,413
24,0,52,0,418
25,0,49,0,421
26,0,48,0,422
27,0,46,0,424
28,0,44,0,426
29,0,41,0,429
30,0,38,0,432
31,0,37,0,433
32,0,37,0,433
33,0,36,0,434
34,0,35,0,435
35,0,33,0,437
36,0,31,0,439
37,0,30,0,440
38,0,28,0,442
39,0,26,0,444
40,0,24,0,446
41,0,22,0,448
42,0,21,0,449
43,0,16,0,454
44,0,15,0,455
45,0,15,0,455
46,0,15,0,455
47,0,13,0,457
48,0,12,0,458
49,0,6,0,464
50,0,1,0,469
51,0,0,0,470
