N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,384,0,86
2,0,346,0,124
3,0,320,0,150
4,0,299,0,171
5,0,291,0,179
6,0,280,0,190
7,0,262,0,208
8,0,245,0,225
9,0,233,0,237
10,0,224,0,246
11,0,213,0,257
12,0,204,0,266
13,0,189,0,281
14,0,181,0,289
15,0,173,0,297
16,0,166,0,304
17,0,156,0,314
18,0,151,0,319
19,0,146,0,324
20,0,139,0,331
21,0,134,0,336
22,0,123,0,347
23,0,115,0,355
24,0,109,0,361
25,0,102,0,368
26,0,95,0,375
27,0,91,0,379
28,0,84,0,386
29,0,78,0,392
30,0,75,0,395
31,0,73,0,397
32,0,69,0,401
33,0,65,0,405
34,0,58,0,412
35,0,53,0,417
36,0,48,0,422
37,0,44,0,426
38,0,42,0,428
39,0,35,0,435
40,0,30,0,440
41,0,27,0,443
42,0,25,0,445
43,0,23,0,447
44,0,22,0,448
45,0,20,0,450
46,0,18,0,452
47,0,17,0,453
48,0,14,0,456
49,0,14,0,456
50,0,12,0,458
51,0,9,0,461
