N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,209,0,112
2,0,170,0,151
3,0,140,0,181
4,0,111,0,210
5,0,95,0,226
6,0,79,0,242
7,0,71,0,250
8,0,67,0,254
9,0,64,0,257
10,0,58,0,263
11,0,57,0,264
12,0,55,0,266
13,0,53,0,268
14,0,51,0,270
15,0,50,0,271
16,0,46,0,275
17,0,42,0,279
18,0,40,0,281
19,0,39,0,282
20,0,39,0,282
21,0,37,0,284
22,0,37,0,284
23,0,35,0,286
24,0,35,0,286
25,0,33,0,288
26,0,33,0,288
27,0,32,0,289
28,0,31,0,290
29,0,29,0,292
30,0,27,0,294
31,0,27,0,294
32,0,25,0,296
33,0,24,0,297
34,0,24,0,297
35,0,23,0,298
36,0,20,0,301
37,0,19,0,302
38,0,18,0,303
39,0,16,0,305
40,0,16,0,305
41,0,16,0,305
42,0,16,0,305
43,0,16,0,305
44,0,15,0,306
45,0,14,0,307
46,0,14,0,307
47,0,13,0,308
48,0,12,0,309
49,0,11,0,310
50,0,11,0,310
51,0,10,0,311
52,0,10,0,311
53,0,9,0,312
54,0,7,0,314
55,0,6,0,315
56,0,6,0,315
57,0,6,0,315
58,0,6,0,315
59,0,5,0,316
60,0,5,0,316
61,0,5,0,316
62,0,4,0,317
63,0,4,0,317
64,0,4,0,317
65,0,3,0,318
66,0,3,0,318
67,0,3,0,318
68,0,3,0,318
69,0,3,0,318
70,0,3,0,318
71,0,3,0,318
72,0,3,0,318
73,0,3,0,318
74,0,3,0,318
75,0,3,0,318
76,0,3,0,318
77,0,3,0,318
78,0,2,0,319
79,0,2,0,319
80,0,0,0,321
81,0,0,0,321
82,0,0,0,321
83,0,0,0,321
84,0,0,0,321
85,0,0,0,321
86,0,0,0,321
87,0,0,0,321
88,0,0,0,321
89,0,0,0,321
90,0,0,0,321
91,0,0,0,321
92,0,0,0,321
93,0,0,0,321
94,0,0,0,321
95,0,0,0,321
96,0,0,0,321
97,0,0,0,321
98,0,0,0,321
99,0,0,0,321
