N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,321,0,0
1,0,300,0,21
2,0,264,0,57
3,0,253,0,68
4,0,236,0,85
5,0,215,0,106
6,0,204,0,117
7,0,194,0,127
8,0,185,0,136
9,0,172,0,149
10,0,164,0,157
11,0,160,0,161
12,0,152,0,169
13,0,146,0,175
14,0,140,0,181
15,0,135,0,186
16,0,121,0,200
17,0,111,0,210
18,0,101,0,220
19,0,93,0,228
20,0,88,0,233
21,0,83,0,238
22,0,77,0,244
23,0,69,0,252
24,0,62,0,259
25,0,52,0,269
26,0,47,0,274
27,0,40,0,281
28,0,33,0,288
29,0,26,0,295
30,0,22,0,299
31,0,17,0,304
32,0,12,0,309
33,0,11,0,310
34,0,8,0,313
35,0,5,0,316
36,0,4,0,317
37,0,3,0,318
38,0,3,0,318
39,0,3,0,318
40,0,3,0,318
41,0,3,0,318
42,0,3,0,318
43,0,3,0,318
44,0,2,0,319
45,0,2,0,319
46,0,2,0,319
47,0,2,0,319
48,0,2,0,319
49,0,1,0,320
50,0,0,0,321
51,0,0,0,321
