N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,462,0,8
2,0,438,0,32
3,0,418,0,52
4,0,402,0,68
5,0,386,0,84
6,0,367,0,103
7,0,347,0,123
8,0,328,0,142
9,0,302,0,168
10,0,280,0,190
11,0,266,0,204
12,0,253,0,217
13,0,237,0,233
14,0,231,0,239
15,0,220,0,250
16,0,210,0,260
17,0,198,0,272
18,0,191,0,279
19,0,181,0,289
20,0,175,0,295
21,0,165,0,305
22,0,157,0,313
23,0,146,0,324
24,0,139,0,331
25,0,128,0,342
26,0,119,0,351
27,0,108,0,362
28,0,98,0,372
29,0,95,0,375
30,0,91,0,379
31,0,84,0,386
32,0,80,0,390
33,0,76,0,394
34,0,63,0,407
35,0,61,0,409
36,0,56,0,414
37,0,52,0,418
38,0,49,0,421
39,0,44,0,426
40,0,39,0,431
41,0,36,0,434
42,0,27,0,443
43,0,21,0,449
44,0,19,0,451
45,0,16,0,454
46,0,14,0,456
47,0,11,0,459
48,0,9,0,461
49,0,5,0,465
50,0,4,0,466
51,0,0,0,470
