N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,357,0,113
2,0,316,0,154
3,0,278,0,192
4,0,251,0,219
5,0,233,0,237
6,0,216,0,254
7,0,200,0,270
8,0,181,0,289
9,0,171,0,299
10,0,166,0,304
11,0,152,0,318
12,0,144,0,326
13,0,135,0,335
14,0,130,0,340
15,0,126,0,344
16,0,121,0,349
17,0,111,0,359
18,0,105,0,365
19,0,98,0,372
20,0,93,0,377
21,0,90,0,380
22,0,85,0,385
23,0,80,0,390
24,0,69,0,401
25,0,64,0,406
26,0,61,0,409
27,0,60,0,410
28,0,55,0,415
29,0,51,0,419
30,0,46,0,424
31,0,44,0,426
32,0,40,0,430
33,0,38,0,432
34,0,37,0,433
35,0,34,0,436
36,0,31,0,439
37,0,29,0,441
38,0,28,0,442
39,0,25,0,445
40,0,22,0,448
41,0,19,0,451
42,0,18,0,452
43,0,16,0,454
44,0,15,0,455
45,0,15,0,455
46,0,12,0,458
47,0,12,0,458
48,0,8,0,462
49,0,5,0,465
50,0,1,0,469
51,0,1,0,469
